Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Sexo;Edad;Grado de urbanización;Periodo;Total
Total Nacional;18 Ceuta;;Total;65 y más años;Total;2022;10.378
Total Nacional;18 Ceuta;;Total;65 y más años;Total;2021;10.325
Total Nacional;18 Ceuta;;Total;65 y más años;Área densamente poblada;2025;11.438
Total Nacional;18 Ceuta;;Total;65 y más años;Área densamente poblada;2024;11.014
Total Nacional;18 Ceuta;;Total;65 y más años;Área densamente poblada;2023;10.637
Total Nacional;18 Ceuta;;Total;65 y más años;Área densamente poblada;2022;10.378
Total Nacional;18 Ceuta;;Total;65 y más años;Área densamente poblada;2021;10.325
Total Nacional;18 Ceuta;;Total;65 y más años;Área poblada nivel intermedio;2025;0
Total Nacional;18 Ceuta;;Total;65 y más años;Área poblada nivel intermedio;2024;0
Total Nacional;18 Ceuta;;Total;65 y más años;Área poblada nivel intermedio;2023;0
Total Nacional;18 Ceuta;;Total;65 y más años;Área poblada nivel intermedio;2022;0
Total Nacional;18 Ceuta;;Total;65 y más años;Área poblada nivel intermedio;2021;0
Total Nacional;18 Ceuta;;Total;65 y más años;Área poco poblada;2025;0
Total Nacional;18 Ceuta;;Total;65 y más años;Área poco poblada;2024;0
Total Nacional;18 Ceuta;;Total;65 y más años;Área poco poblada;2023;0
Total Nacional;18 Ceuta;;Total;65 y más años;Área poco poblada;2022;0
Total Nacional;18 Ceuta;;Total;65 y más años;Área poco poblada;2021;0
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Total;2025;42.147
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Total;2024;41.957
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Total;2023;41.897
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Total;2022;41.908
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Total;2021;42.536
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área densamente poblada;2025;42.147
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área densamente poblada;2024;41.957
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área densamente poblada;2023;41.897
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área densamente poblada;2022;41.908
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área densamente poblada;2021;42.536
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área poblada nivel intermedio;2025;0
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área poblada nivel intermedio;2024;0
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área poblada nivel intermedio;2023;0
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área poblada nivel intermedio;2022;0
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área poblada nivel intermedio;2021;0
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área poco poblada;2025;0
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área poco poblada;2024;0
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área poco poblada;2023;0
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área poco poblada;2022;0
Total Nacional;18 Ceuta;;Hombres;Todas las edades;Área poco poblada;2021;0
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Total;2025;7.914
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Total;2024;8.110
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Total;2023;8.404
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Total;2022;8.623
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Total;2021;9.021
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área densamente poblada;2025;7.914
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área densamente poblada;2024;8.110
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área densamente poblada;2023;8.404
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área densamente poblada;2022;8.623
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área densamente poblada;2021;9.021
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área poblada nivel intermedio;2025;0
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área poblada nivel intermedio;2024;0
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área poblada nivel intermedio;2023;0
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área poblada nivel intermedio;2022;0
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área poblada nivel intermedio;2021;0
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área poco poblada;2025;0
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área poco poblada;2024;0
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área poco poblada;2023;0
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área poco poblada;2022;0
Total Nacional;18 Ceuta;;Hombres;Menos de 16 años;Área poco poblada;2021;0
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Total;2025;29.025
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Total;2024;28.861
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Total;2023;28.699
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Total;2022;28.613
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Total;2021;28.856
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área densamente poblada;2025;29.025
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área densamente poblada;2024;28.861
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área densamente poblada;2023;28.699
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área densamente poblada;2022;28.613
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área densamente poblada;2021;28.856
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2025;0
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2024;0
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2023;0
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2022;0
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2021;0
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área poco poblada;2025;0
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área poco poblada;2024;0
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área poco poblada;2023;0
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área poco poblada;2022;0
Total Nacional;18 Ceuta;;Hombres;De 16 a 64 años;Área poco poblada;2021;0
Total Nacional;18 Ceuta;;Hombres;65 y más años;Total;2025;5.208
Total Nacional;18 Ceuta;;Hombres;65 y más años;Total;2024;4.986
Total Nacional;18 Ceuta;;Hombres;65 y más años;Total;2023;4.794
Total Nacional;18 Ceuta;;Hombres;65 y más años;Total;2022;4.672
Total Nacional;18 Ceuta;;Hombres;65 y más años;Total;2021;4.659
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área densamente poblada;2025;5.208
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área densamente poblada;2024;4.986
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área densamente poblada;2023;4.794
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área densamente poblada;2022;4.672
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área densamente poblada;2021;4.659
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área poblada nivel intermedio;2025;0
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área poblada nivel intermedio;2024;0
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área poblada nivel intermedio;2023;0
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área poblada nivel intermedio;2022;0
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área poblada nivel intermedio;2021;0
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área poco poblada;2025;0
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área poco poblada;2024;0
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área poco poblada;2023;0
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área poco poblada;2022;0
Total Nacional;18 Ceuta;;Hombres;65 y más años;Área poco poblada;2021;0
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Total;2025;41.420
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Total;2024;41.222
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Total;2023;41.155
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Total;2022;41.143
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Total;2021;41.535
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área densamente poblada;2025;41.420
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área densamente poblada;2024;41.222
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área densamente poblada;2023;41.155
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área densamente poblada;2022;41.143
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área densamente poblada;2021;41.535
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área poblada nivel intermedio;2025;0
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área poblada nivel intermedio;2024;0
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área poblada nivel intermedio;2023;0
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área poblada nivel intermedio;2022;0
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área poblada nivel intermedio;2021;0
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área poco poblada;2025;0
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área poco poblada;2024;0
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área poco poblada;2023;0
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área poco poblada;2022;0
Total Nacional;18 Ceuta;;Mujeres;Todas las edades;Área poco poblada;2021;0
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Total;2025;7.443
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Total;2024;7.712
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Total;2023;8.009
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Total;2022;8.304
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Total;2021;8.646
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área densamente poblada;2025;7.443
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área densamente poblada;2024;7.712
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área densamente poblada;2023;8.009
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área densamente poblada;2022;8.304
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área densamente poblada;2021;8.646
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2025;0
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2024;0
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2023;0
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2022;0
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2021;0
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área poco poblada;2025;0
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área poco poblada;2024;0
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área poco poblada;2023;0
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área poco poblada;2022;0
Total Nacional;18 Ceuta;;Mujeres;Menos de 16 años;Área poco poblada;2021;0
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Total;2025;27.747
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Total;2024;27.482
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Total;2023;27.303
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Total;2022;27.133
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Total;2021;27.223
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área densamente poblada;2025;27.747
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área densamente poblada;2024;27.482
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área densamente poblada;2023;27.303
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área densamente poblada;2022;27.133
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área densamente poblada;2021;27.223
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2025;0
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2024;0
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2023;0
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2022;0
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2021;0
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área poco poblada;2025;0
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área poco poblada;2024;0
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área poco poblada;2023;0
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área poco poblada;2022;0
Total Nacional;18 Ceuta;;Mujeres;De 16 a 64 años;Área poco poblada;2021;0
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Total;2025;6.230
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Total;2024;6.028
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Total;2023;5.843
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Total;2022;5.706
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Total;2021;5.666
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área densamente poblada;2025;6.230
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área densamente poblada;2024;6.028
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área densamente poblada;2023;5.843
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área densamente poblada;2022;5.706
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área densamente poblada;2021;5.666
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área poblada nivel intermedio;2025;0
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área poblada nivel intermedio;2024;0
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área poblada nivel intermedio;2023;0
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área poblada nivel intermedio;2022;0
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área poblada nivel intermedio;2021;0
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área poco poblada;2025;0
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área poco poblada;2024;0
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área poco poblada;2023;0
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área poco poblada;2022;0
Total Nacional;18 Ceuta;;Mujeres;65 y más años;Área poco poblada;2021;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Total;2025;83.567
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Total;2024;83.179
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Total;2023;83.052
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Total;2022;83.051
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Total;2021;84.071
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área densamente poblada;2025;83.567
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área densamente poblada;2024;83.179
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área densamente poblada;2023;83.052
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área densamente poblada;2022;83.051
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área densamente poblada;2021;84.071
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área poblada nivel intermedio;2025;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área poblada nivel intermedio;2024;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área poblada nivel intermedio;2023;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área poblada nivel intermedio;2022;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área poblada nivel intermedio;2021;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área poco poblada;2025;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área poco poblada;2024;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área poco poblada;2023;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área poco poblada;2022;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Todas las edades;Área poco poblada;2021;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Total;2025;15.357
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Total;2024;15.822
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Total;2023;16.413
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Total;2022;16.927
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Total;2021;17.667
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área densamente poblada;2025;15.357
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área densamente poblada;2024;15.822
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área densamente poblada;2023;16.413
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área densamente poblada;2022;16.927
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área densamente poblada;2021;17.667
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área poblada nivel intermedio;2025;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área poblada nivel intermedio;2024;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área poblada nivel intermedio;2023;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área poblada nivel intermedio;2022;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área poblada nivel intermedio;2021;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área poco poblada;2025;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área poco poblada;2024;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área poco poblada;2023;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área poco poblada;2022;0
Total Nacional;18 Ceuta;51 Ceuta;Total;Menos de 16 años;Área poco poblada;2021;0
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Total;2025;56.772
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Total;2024;56.343
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Total;2023;56.002
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Total;2022;55.746
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Total;2021;56.079
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área densamente poblada;2025;56.772
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área densamente poblada;2024;56.343
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área densamente poblada;2023;56.002
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área densamente poblada;2022;55.746
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área densamente poblada;2021;56.079
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área poblada nivel intermedio;2025;0
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área poblada nivel intermedio;2024;0
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área poblada nivel intermedio;2023;0
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área poblada nivel intermedio;2022;0
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área poblada nivel intermedio;2021;0
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área poco poblada;2025;0
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área poco poblada;2024;0
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área poco poblada;2023;0
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área poco poblada;2022;0
Total Nacional;18 Ceuta;51 Ceuta;Total;De 16 a 64 años;Área poco poblada;2021;0
Total Nacional;18 Ceuta;51 Ceuta;Total;65 y más años;Total;2025;11.438
Total Nacional;18 Ceuta;51 Ceuta;Total;65 y más años;Total;2024;11.014
